순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
2,2,0,OLD,20192354,특송,2022-01-12,184956350,19.8,11247020,6.5,2607096120,19727,1447,7.9,271889,927,3217,20220118,2022-01
3,3,0,OLD,20218764,씽2게더,2022-01-05,136866240,14.6,16632940,13.8,4845089670,15621,2100,15.5,528352,837,1765,20220118,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,108406160,11.6,-38170,0.0,5706370870,11308,102,0.9,579947,694,1784,20220118,2022-01
5,5,1,OLD,20193082,웨스트 사이드 스토리,2022-01-12,48778480,5.2,1483860,3.1,915700270,5128,253,5.2,88494,606,1179,20220118,2022-01
6,6,-1,OLD,20211177,하우스 오브 구찌,2022-01-12,48012530,5.1,-4876730,-9.2,790208900,5029,-581,-10.4,80621,555,1107,20220118,2022-01
7,7,0,NEW,20201965,해적: 도깨비 깃발,2022-01-26,35325000,3.8,35325000,100.0,73011000,3925,3925,100.0,7835,23,24,20220118,2022-01
8,8,-1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,34078570,3.6,2333900,7.4,9817989650,3371,212,6.7,978820,331,465,20220118,2022-01
9,9,-1,OLD,20211241,클리포드 더 빅 레드 독,2022-01-12,13572600,1.5,4171900,44.4,204482310,1610,501,45.2,22784,249,287,20220118,2022-01
10,10,-1,OLD,20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,2022-01-12,20894000,2.2,5969500,40.0,239485000,1393,398,40.0,15966,30,55,20220118,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,246788090,25.6,-16625890,-6.3,70195041520,27622,-2327,-7.8,6981406,1092,3105,20220119,2022-01
2,2,0,OLD,20192354,특송,2022-01-12,167225470,17.3,-17730880,-9.6,2774321590,18031,-1696,-8.6,289920,838,2769,20220119,2022-01
3,3,0,OLD,20218764,씽2게더,2022-01-05,119517990,12.4,-17348250,-12.7,4964607660,13666,-1955,-12.5,542018,854,1899,20220119,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,98299910,10.2,-10106250,-9.3,5804670780,10164,-1144,-10.1,590111,657,1674,20220119,2022-01
5,5,8,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,49106200,5.1,43041900,709.8,56745500,5755,5044,709.4,6641,276,931,20220119,2022-01
6,6,1,OLD,20201965,해적: 도깨비 깃발,2022-01-26,38778000,4.0,3453000,9.8,111789000,4170,245,6.2,12005,20,20,20220119,2022-01
7,7,-1,OLD,20211177,하우스 오브 구찌,2022-01-12,37579790,3.9,-10432740,-21.7,827788690,3975,-1054,-21.0,84596,435,683,20220119,2022-01
8,8,-3,OLD,20193082,웨스트 사이드 스토리,2022-01-12,36341090,3.8,-12437390,-25.5,952041360,3826,-1302,-25.4,92320,452,680,20220119,2022-01
9,9,-1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,33942960,3.5,-135610,-0.4,9851932610,3303,-68,-2.0,982123,340,475,20220119,2022-01
10,10,0,NEW,20211238,도쿄 리벤저스,2022-01-19,23024900,2.4,23024900,100.0,50026400,2507,2507,100.0,6256,216,364,20220119,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,237571680,26.8,-9216410,-3.7,70432613200,26507,-1115,-4.0,7007913,1098,3087,20220120,2022-01
2,2,0,OLD,20192354,특송,2022-01-12,150520380,17.0,-16705090,-10.0,2924841970,16124,-1907,-10.6,306044,825,2714,20220120,2022-01
3,3,0,OLD,20218764,씽2게더,2022-01-05,131333030,14.8,11815040,9.9,5095940690,14923,1257,9.2,556941,882,1965,20220120,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,88898980,10.0,-9400930,-9.6,5893569760,9230,-934,-9.2,599341,643,1590,20220120,2022-01
5,5,2,OLD,20211177,하우스 오브 구찌,2022-01-12,34468080,3.9,-3111710,-8.3,862256770,3594,-381,-9.6,88190,406,616,20220120,2022-01
6,6,-1,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,29938300,3.4,-19167900,-39.0,86683800,3456,-2299,-39.9,10097,263,837,20220120,2022-01
7,7,1,OLD,20193082,웨스트 사이드 스토리,2022-01-12,29076240,3.3,-7264850,-20.0,981117600,3077,-749,-19.6,95397,432,605,20220120,2022-01
8,8,1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,30270790,3.4,-3672170,-10.8,9882203400,2991,-312,-9.4,985114,331,464,20220120,2022-01
9,9,2,OLD,20219626,어나더 라운드,2022-01-19,17692160,2.0,-4652840,-20.8,48008160,2023,-405,-16.7,5349,169,247,20220120,2022-01
10,10,0,NEW,20223350,프리! 더 파이널 스트로크 전편,2022-01-20,19161380,2.2,19161380,100.0,19161380,2019,2019,100.0,2019,77,154,20220120,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,286449810,29.9,48878130,20.6,70719063010,31569,5062,19.1,7039482,1136,3228,20220121,2022-01
2,2,1,OLD,20218764,씽2게더,2022-01-05,159553490,16.7,28220460,21.5,5255494180,17312,2389,16.0,574253,914,2105,20220121,2022-01
3,3,-1,OLD,20192354,특송,2022-01-12,167402570,17.5,16882190,11.2,3092244540,16974,850,5.3,323018,834,2703,20220121,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,106729620,11.1,17830640,20.1,6000299380,10535,1305,14.1,609876,674,1642,20220121,2022-01
5,5,0,OLD,20211177,하우스 오브 구찌,2022-01-12,39180560,4.1,4712480,13.7,901437330,3825,231,6.4,92015,393,583,20220121,2022-01
6,6,2,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,37189040,3.9,6918250,22.9,9919392440,3456,465,15.5,988570,316,446,20220121,2022-01
7,7,0,OLD,20193082,웨스트 사이드 스토리,2022-01-12,30759480,3.2,1683240,5.8,1011877080,3112,35,1.1,98509,426,581,20220121,2022-01
8,8,-2,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,24244400,2.5,-5693900,-19.0,110928200,2532,-924,-26.7,12629,259,710,20220121,2022-01
9,9,0,OLD,20219626,어나더 라운드,2022-01-19,17828200,1.9,136040,0.8,65836360,1828,-195,-9.6,7177,166,243,20220121,2022-01
10,10,1,OLD,20211238,도쿄 리벤저스,2022-01-19,11106960,1.2,-2453380,-18.1,74693700,1120,-345,-23.5,8841,186,278,20220121,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,612965230,29.3,326515420,114.0,71332028240,67638,36069,114.3,7107120,1210,3702,20220122,2022-01
2,2,0,OLD,20218764,씽2게더,2022-01-05,440793960,21.1,281240470,176.3,5696288140,45727,28415,164.1,619980,1039,2744,20220122,2022-01
3,3,0,OLD,20192354,특송,2022-01-12,353596090,16.9,186193520,111.2,3445840630,35055,18081,106.5,358073,882,3113,20220122,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,236243510,11.3,129513890,121.3,6236542890,22917,12382,117.5,632793,711,1857,20220122,2022-01
5,5,0,OLD,20211177,하우스 오브 구찌,2022-01-12,86104930,4.1,46924370,119.8,987542260,8579,4754,124.3,100594,385,550,20220122,2022-01
6,6,0,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,86364880,4.1,49175840,132.2,10005757320,8159,4703,136.1,996729,360,529,20220122,2022-01
7,7,0,OLD,20193082,웨스트 사이드 스토리,2022-01-12,47467620,2.3,16708140,54.3,1059344700,4603,1491,47.9,103112,419,564,20220122,2022-01
8,8,0,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,39656270,1.9,15411870,63.6,150584470,4132,1600,63.2,16761,234,711,20220122,2022-01
9,9,0,NEW,20201965,해적: 도깨비 깃발,2022-01-26,36180940,1.7,36180940,100.0,157969940,3088,3088,100.0,16093,13,18,20220122,2022-01
10,10,-1,OLD,20219626,어나더 라운드,2022-01-19,25550390,1.2,7722190,43.3,91386750,2637,809,44.3,9814,175,236,20220122,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,561699980,27.9,-51265250,-8.4,71893728220,62406,-5232,-7.7,7169526,1218,3701,20220123,2022-01
2,2,0,OLD,20218764,씽2게더,2022-01-05,428432580,21.3,-12361380,-2.8,6124720720,44897,-830,-1.8,664877,1036,2722,20220123,2022-01
3,3,0,OLD,20192354,특송,2022-01-12,368052770,18.3,14456680,4.1,3813893400,36695,1640,4.7,394768,884,3095,20220123,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,243527220,12.1,7283710,3.1,6480070110,23905,988,4.3,656698,702,1876,20220123,2022-01
5,5,1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,80245700,4.0,-6119180,-7.1,10086003020,7546,-613,-7.5,1004275,355,537,20220123,2022-01
6,6,-1,OLD,20211177,하우스 오브 구찌,2022-01-12,77556260,3.8,-8548670,-9.9,1065098520,7457,-1122,-13.1,108051,402,573,20220123,2022-01
7,7,0,OLD,20193082,웨스트 사이드 스토리,2022-01-12,45980120,2.3,-1487500,-3.1,1105324820,4571,-32,-0.7,107683,416,571,20220123,2022-01
8,8,0,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,31674200,1.6,-7982070,-20.1,182258670,3222,-910,-22.0,19983,226,682,20220123,2022-01
9,9,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,30574800,1.5,-5606140,-15.5,188544740,2667,-421,-13.6,18760,14,18,20220123,2022-01
10,10,0,OLD,20219626,어나더 라운드,2022-01-19,23359400,1.2,-2190990,-8.6,114746150,2382,-255,-9.7,12196,172,229,20220123,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,178220370,28.0,-383479610,-68.3,72071948590,20007,-42399,-67.9,7189533,1089,3094,20220124,2022-01
2,2,1,OLD,20192354,특송,2022-01-12,77314520,12.1,-290738250,-79.0,3891207920,11628,-25067,-68.3,406396,807,2458,20220124,2022-01
3,3,-1,OLD,20218764,씽2게더,2022-01-05,100231160,15.7,-328201420,-76.6,6224951880,11173,-33724,-75.1,676050,848,1931,20220124,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,71144380,11.2,-172382840,-70.8,6551214490,7367,-16538,-69.2,664065,617,1492,20220124,2022-01
5,5,0,NEW,20223398,장민호 드라마 최종회,2022-01-24,73411600,11.5,73411600,100.0,73411600,3934,3934,100.0,3934,81,156,20220124,2022-01
6,6,-1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,26629600,4.2,-53616100,-66.8,10112632620,2645,-4901,-64.9,1006920,323,460,20220124,2022-01
7,7,-1,OLD,20211177,하우스 오브 구찌,2022-01-12,24831900,3.9,-52724360,-68.0,1089930420,2588,-4869,-65.3,110639,369,504,20220124,2022-01
8,8,-1,OLD,20193082,웨스트 사이드 스토리,2022-01-12,16257660,2.6,-29722460,-64.6,1121582480,1680,-2891,-63.2,109363,328,437,20220124,2022-01
9,9,1,OLD,20219626,어나더 라운드,2022-01-19,9550500,1.5,-13808900,-59.1,124296650,1037,-1345,-56.5,13233,156,218,20220124,2022-01
10,10,-2,OLD,20212672,레지던트 이블: 라쿤시티,2022-01-19,8076000,1.3,-23598200,-74.5,190334670,882,-2340,-72.6,20865,188,404,20220124,2022-01
1,1,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,176927560,27.5,-1292810,-0.7,72248876150,19696,-311,-1.6,7209229,1096,3060,20220125,2022-01
2,2,1,OLD,20218764,씽2게더,2022-01-05,104198080,16.2,3966920,4.0,6329149960,11781,608,5.4,687831,849,1911,20220125,2022-01
3,3,-1,OLD,20192354,특송,2022-01-12,77652840,12.1,338320,0.4,3968860760,11748,120,1.0,418144,819,2460,20220125,2022-01
4,4,0,OLD,20199882,경관의 피,2022-01-05,64186370,10.0,-6958010,-9.8,6615400860,6719,-648,-8.8,670784,600,1454,20220125,2022-01
5,5,2,OLD,20211177,하우스 오브 구찌,2022-01-12,26771370,4.2,1939470,7.8,1116701790,2799,211,8.2,113438,372,517,20220125,2022-01
6,6,0,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,25787600,4.0,-842000,-3.2,10138420220,2585,-60,-2.3,1009505,317,445,20220125,2022-01
7,7,-2,OLD,20223398,장민호 드라마 최종회,2022-01-24,44747800,7.0,-28663800,-39.0,118159400,2385,-1549,-39.4,6319,80,156,20220125,2022-01
8,8,0,OLD,20193082,웨스트 사이드 스토리,2022-01-12,19542880,3.0,3285220,20.2,1141125360,2068,388,23.1,111431,372,506,20220125,2022-01
9,9,0,NEW,20201965,해적: 도깨비 깃발,2022-01-26,13797000,2.1,13797000,100.0,202341740,1533,1533,100.0,20293,9,9,20220125,2022-01
10,10,-1,OLD,20219626,어나더 라운드,2022-01-19,13082900,2.0,3532400,37.0,137379550,1356,319,30.8,14589,155,222,20220125,2022-01
1,1,8,OLD,20201965,해적: 도깨비 깃발,2022-01-26,713374350,53.7,699577350,5070.5,915716090,92461,90928,5931.4,112754,1650,6731,20220126,2022-01
2,2,90,OLD,20188441,킹메이커,2022-01-26,362001290,27.3,362001290,100.0,463827130,47027,47027,100.0,58956,1185,4546,20220126,2022-01
3,3,-2,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,90846940,6.8,-86080620,-48.7,72339723090,11910,-7786,-39.5,7221139,525,1158,20220126,2022-01
4,4,-2,OLD,20218764,씽2게더,2022-01-05,59269870,4.5,-44928210,-43.1,6388419830,7427,-4354,-37.0,695258,492,866,20220126,2022-01
5,5,-2,OLD,20192354,특송,2022-01-12,19632040,1.5,-58020800,-74.7,3988492800,3126,-8622,-73.4,421270,399,572,20220126,2022-01
6,6,4,OLD,20219626,어나더 라운드,2022-01-19,8999300,0.7,-4083600,-31.2,146378850,1188,-168,-12.4,15777,50,73,20220126,2022-01
7,7,-3,OLD,20199882,경관의 피,2022-01-05,9590600,0.7,-54595770,-85.1,6624991460,1182,-5537,-82.4,671966,180,215,20220126,2022-01
8,8,-3,OLD,20211177,하우스 오브 구찌,2022-01-12,5702400,0.4,-21068970,-78.7,1122404190,681,-2118,-75.7,114119,39,49,20220126,2022-01
9,9,-3,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,4903300,0.4,-20884300,-81.0,10143323520,611,-1974,-76.4,1010116,54,62,20220126,2022-01
10,10,-3,OLD,20223398,장민호 드라마 최종회,2022-01-24,12080500,0.9,-32667300,-73.0,130239900,606,-1779,-74.6,6925,52,85,20220126,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,506383030,46.0,-206991320,-29.0,1422099120,54893,-37568,-40.6,167647,1648,6444,20220127,2022-01
2,2,0,OLD,20188441,킹메이커,2022-01-26,281877380,25.6,-80123910,-22.1,745704510,31093,-15934,-33.9,90049,1179,4298,20220127,2022-01
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,88038410,8.0,-2808530,-3.1,72427761500,10342,-1568,-13.2,7231481,524,1072,20220127,2022-01
4,4,69,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,54728170,5.0,54707170,260510.3,54749170,6669,6667,333350.0,6671,501,708,20220127,2022-01
5,5,-1,OLD,20218764,씽2게더,2022-01-05,48074840,4.4,-11195030,-18.9,6436494670,5502,-1925,-25.9,700760,469,725,20220127,2022-01
6,6,-1,OLD,20192354,특송,2022-01-12,14779140,1.3,-4852900,-24.7,4003271940,1581,-1545,-49.4,422851,288,367,20220127,2022-01
7,7,2,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,8028940,0.7,3125640,63.7,10151352460,1078,467,76.4,1011194,54,65,20220127,2022-01
8,8,47,OLD,20210666,원 세컨드,2022-01-27,9358900,0.9,9268900,10298.8,17500900,1046,1031,6873.3,2021,39,71,20220127,2022-01
9,9,5,OLD,20212134,극장판 천재 추리 탐정 셜록홈즈,2022-01-27,7796200,0.7,5042200,183.1,12962200,910,604,197.4,1484,114,117,20220127,2022-01
10,10,14,OLD,20219245,만년이 지나도 변하지 않는 게 있어,2022-02-09,7516000,0.7,6540000,670.1,9796000,892,770,631.1,1177,6,6,20220127,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,635027000,45.9,128643970,25.4,2057126120,64564,9671,17.6,232211,1658,6555,20220128,2022-01
2,2,0,OLD,20188441,킹메이커,2022-01-26,358265730,25.9,76388350,27.1,1103970240,36434,5341,17.2,126483,1163,4243,20220128,2022-01
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,161793350,11.7,73754940,83.8,72589554850,19166,8824,85.3,7250647,578,1194,20220128,2022-01
4,4,1,OLD,20218764,씽2게더,2022-01-05,64621030,4.7,16546190,34.4,6501115700,6661,1159,21.1,707421,505,807,20220128,2022-01
5,5,-1,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,48879500,3.5,-5848670,-10.7,103628670,5638,-1031,-15.5,12309,503,706,20220128,2022-01
6,6,0,NEW,20219816,인어가 잠든 집,2022-01-28,19629100,1.4,19629100,100.0,19629100,2338,2338,100.0,2338,90,112,20220128,2022-01
7,7,-1,OLD,20192354,특송,2022-01-12,12520370,0.9,-2258770,-15.3,4015792310,1314,-267,-16.9,424165,247,321,20220128,2022-01
8,8,7,OLD,20211177,하우스 오브 구찌,2022-01-12,10889150,0.8,5445650,100.0,1138736840,1042,473,83.1,115730,41,55,20220128,2022-01
9,9,3,OLD,20219626,어나더 라운드,2022-01-19,7045200,0.5,-177800,-2.5,160647050,822,-13,-1.6,17434,44,61,20220128,2022-01
10,10,1,OLD,20199882,경관의 피,2022-01-05,7542200,0.5,-460000,-5.7,6640535860,749,-91,-10.8,673555,134,154,20220128,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,1259316220,48.5,624289220,98.3,3316442340,126662,62098,96.2,358873,1708,6996,20220129,2022-01
2,2,0,OLD,20188441,킹메이커,2022-01-26,669067600,25.8,310801870,86.8,1773037840,66674,30240,83.0,193157,1154,4331,20220129,2022-01
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,234915250,9.0,73121900,45.2,72824470100,27094,7928,41.4,7277741,678,1431,20220129,2022-01
4,4,0,OLD,20218764,씽2게더,2022-01-05,157997750,6.1,93376720,144.5,6659113450,16425,9764,146.6,723846,627,1065,20220129,2022-01
5,5,0,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,127525000,4.9,78645500,160.9,231153670,14482,8844,156.9,26791,607,995,20220129,2022-01
6,6,2,OLD,20211177,하우스 오브 구찌,2022-01-12,21276580,0.8,10387430,95.4,1160013420,2012,970,93.1,117742,56,72,20220129,2022-01
7,7,0,OLD,20192354,특송,2022-01-12,16988370,0.7,4468000,35.7,4032780680,1757,443,33.7,425922,211,256,20220129,2022-01
8,8,1,OLD,20219626,어나더 라운드,2022-01-19,12349670,0.5,5304470,75.3,172996720,1314,492,59.9,18748,53,64,20220129,2022-01
9,9,2,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,12915640,0.5,5938540,85.1,10171245200,1247,585,88.4,1013103,53,72,20220129,2022-01
10,10,-4,OLD,20219816,인어가 잠든 집,2022-01-28,10465200,0.4,-9163900,-46.7,30094300,1143,-1195,-51.1,3481,80,110,20220129,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,1351887620,48.6,92571400,7.4,4668329960,135461,8799,6.9,494334,1688,6986,20220130,2022-01
2,2,0,OLD,20188441,킹메이커,2022-01-26,704811870,25.3,35744270,5.3,2477849710,70649,3975,6.0,263806,1120,4275,20220130,2022-01
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,253693100,9.1,18777850,8.0,73078163200,29378,2284,8.4,7307119,690,1472,20220130,2022-01
4,4,0,OLD,20218764,씽2게더,2022-01-05,177791940,6.4,19794190,12.5,6836905390,18444,2019,12.3,742290,661,1148,20220130,2022-01
5,5,0,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,116906940,4.2,-10618060,-8.3,348060610,13127,-1355,-9.4,39918,618,1003,20220130,2022-01
6,6,0,OLD,20211177,하우스 오브 구찌,2022-01-12,24892010,0.9,3615430,17.0,1184905430,2322,310,15.4,120064,63,85,20220130,2022-01
7,7,0,OLD,20192354,특송,2022-01-12,19692780,0.7,2704410,15.9,4052473460,2072,315,17.9,427994,208,266,20220130,2022-01
8,8,7,OLD,20223398,장민호 드라마 최종회,2022-01-24,33258800,1.2,23127800,228.3,185762700,1778,1265,246.6,9825,48,56,20220130,2022-01
9,9,-1,OLD,20219626,어나더 라운드,2022-01-19,13275600,0.5,925930,7.5,186272320,1417,103,7.8,20165,46,61,20220130,2022-01
10,10,-1,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,14374070,0.5,1458430,11.3,10185619270,1366,119,9.5,1014469,55,76,20220130,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,1189009430,47.8,-162878190,-12.0,5857339390,118686,-16775,-12.4,613020,1656,6848,20220131,2022-01
2,2,0,OLD,20188441,킹메이커,2022-01-26,662890250,26.6,-41921620,-5.9,3140739960,66278,-4371,-6.2,330084,1107,4163,20220131,2022-01
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,257264130,10.3,3571030,1.4,73335427330,29533,155,0.5,7336652,712,1557,20220131,2022-01
4,4,0,OLD,20218764,씽2게더,2022-01-05,161268600,6.5,-16523340,-9.3,6998173990,16634,-1810,-9.8,758924,663,1210,20220131,2022-01
5,5,0,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,81322420,3.3,-35584520,-30.4,429383030,9004,-4123,-31.4,48922,571,905,20220131,2022-01
6,6,0,OLD,20211177,하우스 오브 구찌,2022-01-12,26736260,1.1,1844250,7.4,1211641690,2500,178,7.7,122564,68,91,20220131,2022-01
7,7,0,OLD,20192354,특송,2022-01-12,17741200,0.7,-1951580,-9.9,4070214660,1833,-239,-11.5,429827,190,238,20220131,2022-01
8,8,2,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,14708900,0.6,334830,2.3,10200328170,1361,-5,-0.4,1015830,58,79,20220131,2022-01
9,9,0,OLD,20219626,어나더 라운드,2022-01-19,11153970,0.4,-2121630,-16.0,197426290,1201,-216,-15.2,21366,44,63,20220131,2022-01
10,10,1,OLD,20199882,경관의 피,2022-01-05,10045000,0.4,917380,10.1,6668918180,1029,95,10.2,676449,98,115,20220131,2022-01
1,1,0,OLD,20201965,해적: 도깨비 깃발,2022-01-26,1389759480,50.4,200750050,16.9,7247098870,137194,18508,15.6,750214,1650,6741,20220201,2022-02
2,2,0,OLD,20188441,킹메이커,2022-01-26,789217200,28.6,126326950,19.1,3929957160,78258,11980,18.1,408342,1114,4107,20220201,2022-02
3,3,0,OLD,20210028,스파이더맨: 노 웨이 홈,2021-12-15,251705560,9.1,-5558570,-2.2,73587132890,28780,-753,-2.5,7365432,719,1540,20220201,2022-02
4,4,0,OLD,20218764,씽2게더,2022-01-05,141186810,5.1,-20081790,-12.5,7139360800,14122,-2512,-15.1,773046,631,1125,20220201,2022-02
5,5,0,OLD,20212952,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,55763000,2.0,-25559420,-31.4,485146030,6117,-2887,-32.1,55039,526,808,20220201,2022-02
6,6,0,OLD,20211177,하우스 오브 구찌,2022-01-12,27291500,1.0,555240,2.1,1238933190,2542,42,1.7,125106,75,98,20220201,2022-02
7,7,0,OLD,20192354,특송,2022-01-12,20091070,0.7,2349870,13.2,4090305730,2077,244,13.3,431904,190,237,20220201,2022-02
8,8,0,OLD,20194403,킹스맨: 퍼스트 에이전트,2021-12-22,15791200,0.6,1082300,7.4,10216119370,1538,177,13.0,1017368,61,82,20220201,2022-02
